obsid,uid,ra,dec,snrg,gaia_source_id,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,M_G,d,R,Z,Teff,logg,[Fe/H],source
449105061,G15186066597815,203.41807,41.532809,36.42,1501122479049754880,0.150064909675153,3.4545467,16.430967,0.3593521,,,,,7127.4,2.685123,-1.75657,Vickers et al. (2021)
449112175,G15171327168127,206.3872591,43.3146294,77.7,1502320878004162688,0.1001286266450194,3.700566,15.394474,0.64049053,,,,,7165.6,2.493971,-1.531766,Candidates
449201208,G14435815050393,235.7114125,1.9169361,54.95,4423053739143177344,0.1564046022916037,7.105334,14.426382,0.31973362,0.3976296413314273,6.393673749673818,5.7969564906698565,-5.455078702389944,7763.4,3.231305,-1.299588,Vickers et al. (2021)
449209062,G14494409567750,236.496599,5.18841,20.2,4429330129471640576,0.0745756742161845,1.7306468,15.609703,0.22133446,,,,,8644.7,3.06337,-2.089481,Xue et al. (2011)&Vickers et al. (2021)
449212083,G14494277878586,236.572694,5.627464,26.65,4429359953724687360,0.1063670234018703,3.5479429,15.013164,0.2356968,,,,,10434.8,4.064438,-1.150012,Xue et al. (2011)&Vickers et al. (2021)
449215074,G14436550458242,234.546289,4.823157,20.1,4427933234308497024,0.1577194896078024,2.8026254,16.17924,0.04091835,,,,,9380.9,2.172055,-0.924986,Vickers et al. (2021)
449514174,G16014998201614,131.124876,2.995227,44.22,3079257084673188096,0.2365130086631719,11.150149,13.747724,0.22366142,0.6169991637467511,4.228097243581819,9.139405771576566,4.04083168488494,8967.8,3.393864,-1.416095,Vickers et al. (2021)
449603104,G14858930823510,185.348027,2.405084,50.65,3701023832074417024,0.0839470115996561,1.678795,15.999367,0.039419174,,,,,10041.9,3.670743,-1.891176,Vickers et al. (2021)
449603190,G14850503104891,185.738135,1.877683,92.34,3700190157446590848,0.0974020484131834,2.4902577,15.170138,0.24761295,,,,,7841.9,3.143384,-1.64304,Vickers et al. (2021)
449604147,G14850589537951,186.336281,1.548471,85.81,3699980223742495488,0.107853863896658,4.5033064,14.728678,0.46038437,,,,,7087.6,4.131608,-2.203552,Vickers et al. (2021)
449604245,G14851933454698,187.153484,2.096552,29.86,3700389654384451968,0.136491877332716,2.6223774,15.961714,0.30025482,,,,,7419.4,3.216187,-1.773456,Vickers et al. (2021)
449608219,G14850208499641,187.263536,0.724993,50.54,3696818715494924672,-0.011260300281812,-0.18114243,16.150726,0.046928406,,,,,9732.3,3.200128,-1.852545,Xue et al. (2011)&Vickers et al. (2021)
449701241,G11196154852681,212.4816602,-5.23128,70.48,3644083560845816448,0.1234747648817069,3.8036227,14.850188,0.20095444,,,,,7980.6,3.114677,-1.737366,Vickers et al. (2021)
449705241,G11196959087967,212.530119,-3.908136,70.59,3644513710410573440,0.0359708571684856,0.96963316,15.014828,0.4274044,,,,,7093.3,3.174625,-1.476489,Candidates
449707199,G11195294588197,214.5401829,-4.2099867,72.9,3642801182395542656,0.092964527655699,3.0228379,15.029882,0.52210045,,,,,7238.057445374188,3.0295904060227548,-1.6490253550639835,Candidates
449707200,G11138583495922,214.7580788,-4.1902014,61.45,3642799228185297280,0.0657241631808484,1.7085347,14.857353,0.49810314,,,,,7089.7,2.867836,-2.185949,New
449707209,G11194914926883,214.550925,-4.784041,57.93,3642625745866256384,0.0929479639511221,2.613237,15.095146,0.20268154,,,,,7967.0,3.267972,-2.55757,Vickers et al. (2021)
449707213,G11195780961608,214.393767,-4.870713,28.17,3642601831488349440,0.0208386679994614,0.31859678,16.53532,0.24271584,,,,,7773.1,3.287633,-2.068711,Vickers et al. (2021)
449711190,G11192926884229,213.243015,-0.985078,70.27,3647749401332116608,0.1464611229160075,3.984638,15.117051,0.46267033,,,,,7022.7,2.991409,-1.578277,Vickers et al. (2021)
449714042,G11161862537368,210.945797,-2.8832231,60.45,3645630470626653312,0.1177063511380994,3.6541314,15.3499975,0.22188568,,,,,8780.9,3.61125,-1.690223,Xue et al. (2011)&Vickers et al. (2021)
449714088,G11159086654160,211.57216,-2.237144,74.09,3647182122051611136,1.388291107348407,5.7811723,15.31111,0.33967972,6.023512709049211,0.7203100233854909,8.314098827969472,-0.6102627882907189,7516.9,3.146109,-1.597452,Candidates
449715104,G11193713058319,213.053333,-2.246054,85.0,3647038257827056512,0.0917628946078612,3.0422087,15.064977,0.16715813,,,,,9999.3,3.721211,-1.80061,Vickers et al. (2021)
449901152,G14336475184022,256.202219,1.750279,32.21,4381916782902245120,0.1581601170996174,4.2219143,15.873307,0.34081745,,,,,8000.5,3.28667,-1.741465,Vickers et al. (2021)
449902156,G14344000552062,254.410326,2.107065,69.36,4384944082011135616,0.1091624145461211,3.24408,15.28998,0.34995556,,,,,7897.2,3.237692,-1.539759,Vickers et al. (2021)
449904161,G14341469575232,255.855782,3.515023,85.2,4391337295449512704,0.0409911125642775,1.1870418,15.530232,0.26592445,,,,,8701.6,3.312855,-1.454849,Vickers et al. (2021)
449905216,G14335038242075,255.710622,2.22448,50.49,4384995926557601536,0.1995843597152991,10.782419,13.971363,0.33065605,0.4719955255513923,5.010412646694706,13.18229225277626,-0.3860986682274163,9601.7,3.592694,-1.738154,Vickers et al. (2021)
449906185,G14336086499687,258.048928,2.675788,91.47,4387886993602377344,0.1583511611830352,6.54024,14.7412815,0.49793148,0.7393877619225293,6.315078415144164,8.466489384357907,-5.959082950595499,7487.8,3.121657,-1.579683,Vickers et al. (2021)
449907134,L14332805167238,258.363415,1.997467,41.2,4387032741787349504,0.1347593023735078,2.87706,15.957396,0.33799076,,,,,9327.7,3.193941,-1.441414,Vickers et al. (2021)
449913203,G14334015603902,258.095521,3.67309,32.05,4388582915743004544,0.1047332707547823,2.0675347,16.174847,0.40543365,,,,,8607.7,3.465742,-2.108903,Vickers et al. (2021)
449915148,G14341936634758,256.463004,4.36693,34.67,4391871761176803328,0.0169775347618891,0.27528557,16.611414,0.20184517,,,,,10685.6,3.751471,-1.735284,Vickers et al. (2021)
450013104,G16424222899438,152.359444,24.834114,48.75,726611163999916160,0.1369985486663981,5.6097302,14.436913,0.09605789,0.1204928317851958,7.299347399913529,15.199265468793405,-1.939743258328408,9054.8,3.007284,-1.845823,Xue et al. (2011)&Vickers et al. (2021)
450015118,G16424613030492,150.47785,24.7932528,193.97,642751751451408384,0.1576577591215859,6.7694926,13.837849,0.19959545,-0.1735742530051567,6.342853060779575,9.021943148009491,6.256453847472518,8219.2,3.288317,-1.72654,Vickers et al. (2021)
450106177,G15473387962379,175.8245839,36.3284369,23.4,4032303421348273024,-0.0910881964180708,-1.2321982,17.118286,0.27950478,,,,,9741.5,3.2018,-1.221523,Xue et al. (2011)&Vickers et al. (2021)
450107145,G15473427984224,176.036679,35.615196,22.31,4032078536860546304,0.1097714955521426,1.6583099,16.797585,0.6770458,,,,,7851.550159277798,2.949484869547275,-1.4392135787351923,Candidates
450116136,G15477322093598,172.161268,38.666597,35.67,767101912348154368,-0.0012667869180328,-0.021227295,16.379576,0.22272682,,,,,7819.6,3.362144,-1.772112,Vickers et al. (2021)
450308056,G11661630571688,241.6573896,-4.1529299,80.84,4404605067904552576,0.1429703674835001,3.9388268,14.947884,0.3576069,,,,,9781.3,3.848328,-1.583869,Vickers et al. (2021)
450608232,G15003878996432,187.435834,26.900177,52.78,4008929693927176192,-0.0230770383809987,-0.46164355,16.411057,0.2880535,,,,,7364.0,2.982425,-2.414618,Vickers et al. (2021)
450710179,G15227131668537,217.1640395,17.4820614,28.88,1235532146824394240,-0.0462286771837409,-0.65917397,16.816921,0.054969788,,,,,12949.4,4.016831,-1.218746,Vickers et al. (2021)
450714197,G15227162141811,217.4480116,18.5712933,20.49,1238751993611271168,0.1444461163185563,1.8939626,17.069984,0.067050934,,,,,13756.1,4.435174,-3.672473,Vickers et al. (2021)
450715066,G15235126591757,218.421174,19.0565211,30.64,1239118719394375424,-0.038572622459255,-0.5786615,16.86169,0.20838928,,,,,7858.5,3.181151,-2.236266,Vickers et al. (2021)
450912068,G14551680267099,257.6264808,14.1167112,120.65,4544811663939519744,0.299447627228929,22.4938,13.498214,0.42172146,0.8798183807984898,3.3394821299936224,5.211093451369174,-1.1640380580671457,8036.1,3.24121,-1.520413,Vickers et al. (2021)
451106086,G15661369813108,160.6701974,13.3978919,35.09,3884595815251571072,0.1285507022439726,1.6763645,16.903744,0.25382042,,,,,8901.9,3.502295,-1.536254,Vickers et al. (2021)
451209151,G15089712684152,199.67039,10.252365,54.22,3733027076506137856,-0.0409275391414781,-0.5962048,16.739254,0.6404209,,,,,7431.5,2.556968,-1.882574,New
451212015,G15090011731507,200.641721,11.008638,39.8,3733129983922718336,0.0390055997260046,0.73926353,16.095816,0.16092587,,,,,8259.5,2.944448,-1.884445,Vickers et al. (2021)
451304099,G14967669231463,207.34275,9.336195,61.99,3725202230207941120,0.0444438435609315,0.8440297,16.119959,0.29744244,,,,,7486.1,3.218508,-1.626858,Vickers et al. (2021)
451406195,G11652186100852,245.2182597,-2.2081598,40.32,4358763267044361472,0.1305771863795141,1.3927001,16.915436,0.6502094,,,,,7326.9,2.527028,-1.783251,New
451516059,G16042059580638,120.0925083,14.7947,26.28,654415443814831872,0.3582500220868587,13.071406,13.2269335,0.0023031235,0.997864629222704,2.791346652750652,10.786399911034096,0.5298281194961476,9960.8,3.596503,-0.916827,New
451601160,G16375123554470,144.7318437,51.5852864,13.54,1018636092218208384,0.1169403139024443,4.271556,15.226698,-0.005249977,,,,,7219.6,2.039001,-1.930489,Xue et al. (2011)&Vickers et al. (2021)
451605182,G16375236456907,143.2809152,52.6437996,50.97,1019695987067944704,0.0910002395862465,2.5114264,15.924928,0.10934353,,,,,8278.1,3.011083,-1.580419,Xue et al. (2011)&Vickers et al. (2021)
453516051,G16413473482818,157.4805239,38.0061057,115.5,754881944411969792,0.2700883864363901,12.057359,13.151985,0.32080364,0.3095145515365338,3.702491666503088,8.38756385494528,3.453054645857566,7174.1,2.813378,-1.633368,Vickers et al. (2021)
453603172,G14448633380626,246.3584442,1.6094861,163.03,4432707932272367232,0.355470923474188,19.813957,12.783976,0.3265171,0.5379964122324807,2.8131696123736925,8.659326422456816,2.7740391451310438,7549.0,3.208765,-1.408234,Vickers et al. (2021)
453605171,G14448387941546,247.0762795,0.8293896,95.46,4431646864894460416,0.2884588001823038,18.039873,13.586623,0.20256233,0.8870419638675067,3.4666995750103915,11.391298387784657,1.2954918023491164,8565.2,3.217256,-1.624729,Vickers et al. (2021)
453607199,G14328129351340,248.56135,0.3246722,101.33,4383621025924168960,0.3470732683763895,19.944729,12.899951,0.4209261,0.602056827739176,2.881236013012483,9.35269838921256,-2.624319763992651,7359.5,2.986497,-2.220004,Vickers et al. (2021)
455506142,G14665772562470,205.7213208,56.6080915,98.62,1562657300132512512,0.4108334646692517,25.116232,12.46144,0.29409504,0.529769060328011,2.434076300977737,6.989134828999838,1.3149415457408236,7763.5,3.158344,-1.106439,New
455609177,G15346014578141,215.8883377,40.4784782,51.73,1491085277917992832,0.1716727527792929,11.058223,14.109988,0.30325603,0.2834948556351229,5.825036202953108,9.450278460310264,-4.223009349084858,7481.3,3.109973,-1.431664,Vickers et al. (2021)
455714064,G15345411897386,222.271049,50.4786,124.13,1591929323321390336,0.3189197833857677,24.722395,13.036787,0.1843462,0.5551943022163783,3.135584720971645,7.3431788140201455,2.8416452737507507,8180.3,3.103949,-1.882026,Vickers et al. (2021)
455911145,G13939550861524,283.444713,30.3808562,170.31,2041517768196728576,0.6535614459517917,41.707535,12.1944275,0.12508965,1.2708596247190511,1.5300780151492634,9.065646246755728,0.4600451951635914,9836.1,4.045121,-0.224589,Candidates
456013220,G15628757628177,158.52457,10.762623,35.01,3882287394883854848,0.0289687711127952,0.70682764,15.542905,0.4942379,,,,,8083.667900285944,2.991271241114464,-1.4928745267805592,Candidates
456113007,G15513811693510,168.543207,26.256817,36.77,3997389460400136320,0.2238231812677105,13.846925,13.371224,0.15924454,0.1207493210440731,4.467812468467775,10.508233776870972,-3.27794422832106,8302.1,2.952452,-1.681836,Vickers et al. (2021)
456215081,G15196560825171,218.0557477,10.7455851,53.49,1178065140806421376,0.2640172676725468,15.393366,13.440744,0.08215809,0.5489056610472254,3.7876310470733,7.923793866271221,-3.77754667897332,10111.2,3.908135,-1.403687,Vickers et al. (2021)
456301087,G15191974369169,230.6013496,10.6732549,119.33,1168821443473058816,0.3839420984171749,20.239521,11.949331,0.3626051,-0.1293403291252985,2.604559396123952,10.238143650095344,1.5461677679248689,7303.5,3.173054,-1.796826,Vickers et al. (2021)
456306191,G15191539995094,232.5756705,11.8585694,40.84,1169419955755755648,0.3224804601898253,13.237587,13.700459,0.055583954,1.2429760244870565,3.100963076681789,5.626762921933767,-1.4181230869388377,10185.6,3.883475,-1.865384,Vickers et al. (2021)
456313090,G15247394088330,232.4760291,12.6861611,60.26,1169719710113351168,0.2662275114565601,15.402229,12.998241,0.44516468,0.1245056632140588,3.7561858071274816,6.08139114194193,-0.0098725876008225,7183.8,3.450114,-1.283032,Candidates
456404035,G14753433668138,245.3418468,57.2205765,38.21,1429890686962727040,0.2047265041943238,13.428272,14.135426,0.010832787,0.6912963535230539,4.884565405614569,7.549177553581074,-4.801910024015125,10084.0,3.055329,-1.9474,Vickers et al. (2021)
456513140,G14719787096330,261.8643276,53.4577455,140.64,1416294568555116288,0.6495430652978823,38.051373,12.052924,0.061374664,1.115963752420171,1.5395438015205307,9.05793500687155,1.0645809400648576,9658.5,3.76809,-1.255086,Vickers et al. (2021)
456516151,G14763070301434,257.474604,54.213478,69.57,1419980097171397760,0.3308653123185553,20.647213,12.831514,0.16691494,0.4297701921259715,3.022377876340224,7.498856650616121,-2.934128411765199,10066.4,4.350259,-1.668425,Vickers et al. (2021)
456610115,G14767015359159,266.5207768,56.4673593,57.56,1421527865946281472,0.1575475895550922,12.267627,13.323299,0.03968811,-0.689642185265857,6.347288478509625,14.361140209280332,-1.2040290348682887,9994.8,3.226847,-0.528384,Vickers et al. (2021)
456614126,G14732480006514,266.919765,58.097865,85.98,1422631814276516224,0.4025137996151798,22.027761,12.762997,0.11401272,0.7869008706497631,2.4843868730861955,8.200048187847178,-0.8127557559902231,8751.8,3.132821,-1.887981,Vickers et al. (2021)
456705007,G15170114404243,210.836179,42.13868,23.68,1499144045314339968,0.0617856155684585,1.8846232,16.02504,0.018959045,,,,,9003.6,3.094785,-1.143471,Xue et al. (2011)&Vickers et al. (2021)
456804115,G15074450896777,190.1928056,16.0374937,23.94,3935055358787296128,-0.1559130852939964,-1.5112916,17.467093,0.10814476,,,,,8100.0,3.387934,-1.380792,Vickers et al. (2021)
456809050,G15073083073162,190.9308856,16.9541577,86.29,3935210703459861248,0.0743482730518784,2.0821614,15.167595,0.37452602,,,,,7383.6,3.112949,-2.208643,Vickers et al. (2021)
456909066,G14992127052151,187.793503,37.318975,47.57,1519791533653342208,0.1556145294627502,4.0742855,15.577654,0.041851044,,,,,9031.4,3.022867,-1.267034,Xue et al. (2011)&Vickers et al. (2021)
456912019,G14990798002637,188.487759,37.713993,31.74,1519853862218494976,-0.0221321939044194,-0.5172848,16.05048,0.057460785,,,,,8885.2,3.302648,-1.660736,Xue et al. (2011)&Vickers et al. (2021)
457005059,G15023144475539,197.872428,31.785061,92.18,1466180789792744576,0.1694966350146291,7.7387905,14.639764,0.20139408,0.785569403282981,5.899822140502617,9.926466896283198,5.506973596602845,7801.6,3.091236,-2.02303,Vickers et al. (2021)
457115095,G15201417634998,223.4462822,6.5210341,32.49,1160883003879987968,0.1892358263236236,1.8280252,16.745934,0.0529747,,,,,10391.5,3.145072,-1.594908,Vickers et al. (2021)
457204124,G14035349515812,281.789882,43.735718,185.66,2105255740004184192,0.1919379499576126,14.341593,13.940159,0.24544811,0.3559632594959083,5.210017092611644,12.231394189226265,1.298055679330416,7915.6,3.076137,-1.783082,Vickers et al. (2021)
457301128,G11571247787359,258.569856,-1.443046,27.62,4368058847583279232,0.2625129262756618,5.5316753,16.007872,1.2669363,3.1036254657951297,3.8093362265517983,8.844241535966734,3.5883862962655364,7305.8,3.192286,-1.640651,New
457304189,G11570717632572,257.67864,-0.010911,89.14,4380545176506299520,0.0877575977364019,3.1840324,15.167149,0.52357674,,,,,7554.2,3.124943,-2.065602,New
457304194,G14332523117356,258.139427,0.618113,110.51,4386600083960752384,0.1669582807803269,6.392809,14.717101,0.58347225,0.8301408200970783,5.989520228204412,3.2525857826884206,-0.9636985993049352,7787.9,3.197391,-1.869818,New
457306098,G14302323326285,260.0925331,0.1630512,14.98,4374548680606083840,0.1721021388542296,4.196164,15.979882,0.59354305,,,,,12780.1,4.535493,-0.7953,New
457306139,G14302653389583,260.3655769,0.1977394,33.0,4374552769415866368,0.1714408339167945,4.012787,16.039663,0.51483727,,,,,10317.2,3.89877,-1.398442,Candidates
457309065,G14350091748746,258.818273,1.586806,52.4,4386956909844460672,0.1508310117293397,5.145752,15.110434,0.6039524,1.0028872208736566,6.629936301126592,6.833305561894298,-0.2453767742264917,7016.5,3.019714,-1.388006,Candidates
457310121,G11570918540472,256.218599,-0.228468,63.61,4380666809979657856,0.1116402878140822,3.2945154,15.318233,0.76990986,,,,,7526.4,3.1021,-2.144525,New
457310248,G14333091416725,256.6735767,0.2033694,101.23,4380707835507280640,0.2723207611282802,12.325533,14.611375,0.43470764,1.7867787612305754,3.672140147731657,8.210544836245468,-3.466523683052615,10003.6,3.386328,-0.815758,Vickers et al. (2021)
457311200,G14332607644682,258.2051332,2.2731075,44.96,4387825764548370560,0.2924538448405621,15.789784,14.041255,0.5586004,1.37154167665987,3.4193429754536924,7.836936510722552,-2.6870276660133463,7577.7,3.124561,-1.476686,New
457311223,G14336089260075,258.244202,2.822781,48.0,4388271032397655936,0.0828277766839075,2.5251398,15.326404,0.4230976,,,,,8391.2,3.355162,-1.41078,Vickers et al. (2021)
457315193,L14333296088979,258.0881264,1.1035836,62.88,4386821154517294080,0.1392470844248045,5.6935425,14.646495,0.40170288,0.3654255531076487,7.181478909456198,1.853585217692995,-3.0763071776443334,9133.6,3.355282,-1.316912,Vickers et al. (2021)
457316013,G14336495611354,256.31972,1.467076,42.99,4381708940844839808,0.1125614101759661,3.0605307,15.806355,0.40378952,,,,,8886.3,3.098363,-1.896808,Vickers et al. (2021)
457502212,G14456983869093,237.289172,0.178299,16.48,4410499858977088896,0.0814410608284214,2.3125153,15.387121,0.16692066,,,,,11393.2,4.669194,-0.933711,Vickers et al. (2021)
457503049,G14457469986274,237.694748,1.622824,77.93,4423127543865516416,0.311274461782673,12.471532,14.344785,0.14256287,1.8105024543308232,3.212598920814084,6.400577525452527,2.2275685455538494,10281.5,3.446062,-1.731296,Vickers et al. (2021)
457504033,G14491496604840,238.2788172,2.6901766,100.04,4423364763498212992,0.2496404100903844,13.804205,14.023292,0.4899721,1.0098664366777896,4.005761725987958,10.34781891081034,2.406645901519331,7468.6,3.127242,-1.478843,Vickers et al. (2021)
457506111,G14459006517985,240.7584996,1.0182446,30.03,4411632321592968704,0.145141260449556,3.710872,15.518667,0.12262249,,,,,10351.1,3.496376,-1.062409,Vickers et al. (2021)
457508086,G14461004874958,239.823746,1.862623,34.51,4412683970105760640,0.0421847035448902,1.14102,15.259221,0.27827644,,,,,8110.7,3.225509,-1.852939,Vickers et al. (2021)
457508180,G14460780479763,239.00023,1.108833,39.08,4410852802210058496,0.3007050983277363,10.803199,14.1410675,0.08195019,1.5317714572108088,3.325517277761973,9.270699407733147,2.8167515629095363,9893.3,2.989896,-1.644596,Vickers et al. (2021)
457508182,G14460782591523,239.029008,1.078644,47.93,4410851771417818240,0.1164729793555189,3.3067572,15.029202,0.23126316,,,,,8693.0,3.239792,-2.01241,Vickers et al. (2021)
457508231,G14460938313082,239.2890053,1.8216047,76.87,4411191692308969216,0.2478276545814789,10.830783,14.374943,0.07939911,1.345691833888928,4.035062195495327,7.733245378972229,3.722551850321111,10634.4,3.620587,-1.669533,Vickers et al. (2021)
457510021,L14492242760184,236.721877,1.793239,41.23,4423006288344551168,0.1390748314549742,5.586553,14.840308,0.36150742,0.5565507114548005,7.190373625034752,1.099804010111417,-0.9149794834662446,8322.7,3.24147,-1.463263,Vickers et al. (2021)
457511211,G14493005485709,238.708606,4.485256,59.44,4426088459959127552,0.2736232188879708,9.92991,14.631005,0.08779621,1.8167697380303596,3.654660609812608,9.793219639328315,0.076551862508444,11003.9,4.649067,-1.627565,Candidates
457603014,G14534561440045,266.972697,21.771725,45.19,4553129435052554880,0.2554501524950428,14.898215,14.384928,0.13493824,1.4214588313868894,3.914658066291057,7.43012928473965,-3.770034778857785,10410.1,3.73866,-1.875955,Vickers et al. (2021)
457604159,G14534458891528,267.1290168,22.4801962,37.73,4580191852182261632,0.1785513172926586,10.522455,14.459859,0.28824806,0.7186742931094869,5.600630760740494,7.353545777394375,-5.535946444804195,9277.7,3.690414,-1.390412,Vickers et al. (2021)
457604187,G14534680284366,267.087015,22.143297,37.93,4580165532621811968,0.0877369388703918,3.9024677,15.049136,0.34096718,,,,,8401.4,3.120366,-1.375672,Vickers et al. (2021)
457608070,G14534387684177,269.209013,21.857054,42.46,4576955164831971968,0.2015511891323295,12.529566,14.191691,0.52431107,0.7136178239582591,4.961518730328328,4.273179860726534,2.810584894169242,7194.3,2.730995,-1.593916,New
457610130,G14535961840184,265.28112,22.251941,25.74,4556350626161036160,0.1600063818766687,5.876318,15.295293,0.1627407,1.3159795244842378,6.249750717885677,13.12559801424938,-1.2858254586904954,10013.6,3.02886,-1.877326,Vickers et al. (2021)
457704089,G15394819851314,179.5701492,2.983255,72.67,3892889985511231232,0.1235246477746611,4.362557,14.7573,0.036992073,,,,,10330.4,3.724856,-1.516319,Vickers et al. (2021)
457908243,G15392967581228,224.9186,36.082055,60.47,1294806372002101248,0.0281956064851317,0.7032122,16.232294,0.20155334,,,,,7849.3,3.139349,-1.5578,Vickers et al. (2021)
457911163,G15379010071698,223.3547183,38.6891196,65.9,1296241578274048640,0.1220064845805671,4.3832216,15.54642,0.3387308,,,,,7561.9,3.23753,-1.807199,Xue et al. (2011)&Vickers et al. (2021)
457914241,G15379427230090,221.119957,36.877532,115.9,1294575027883392256,0.1618896983206341,8.546121,14.770899,0.048614502,0.8169950688178922,6.177045299197659,7.427344201513512,6.105505174621346,9870.3,3.466484,-1.838811,Vickers et al. (2021)
458005116,G15285292294889,244.2543951,52.5147211,25.69,1427817862731247616,-0.0321618016904536,-0.4051949,17.589588,0.27111816,,,,,7497.0,3.043075,-1.60032,Vickers et al. (2021)
458012048,G14748503485331,246.1087037,55.1983262,100.64,1428733068725942016,-0.0359173703083297,-0.26185045,18.49806,0.7669811,,,,,9183.2,3.11757,-0.202107,New
458210250,G15024265868076,195.0634802,24.6130786,137.53,3957312330287682048,0.3301510966496337,13.307229,13.132456,0.15963745,0.7260197209497861,3.0289161845832973,9.098642748802323,-2.7857596549534103,8190.2,3.263781,-1.357358,Vickers et al. (2021)
458312072,G15372051607705,216.449575,31.272628,47.74,1285353114623136512,0.2891010261739943,17.280714,13.467687,0.090818405,0.7729351660826573,3.458998445056207,4.998643948844341,-0.2667067972101613,9797.4,3.64578,-1.332538,Vickers et al. (2021)
458405025,G15308240986656,238.581745,39.961989,65.26,1382902954470788864,0.1406530807156774,7.7450347,14.675436,0.20216084,0.4161822446520808,7.109691411746935,6.9883577734779,0.0566116304624477,7939.2,3.011285,-2.624221,Vickers et al. (2021)
458405116,G15308280207020,238.519879,40.619053,67.72,1383006033685940096,0.1009364265683561,3.4144359,15.935786,0.090727806,,,,,9393.1,3.138768,-1.822308,Vickers et al. (2021)
458412137,G15307802795667,239.205887,42.809798,27.98,1384405299671202176,0.091220897012922,4.8691196,15.036461,0.19662952,,,,,7891.7,3.326016,-1.61961,Xue et al. (2011)&Vickers et al. (2021)
458516236,G15281100658976,236.848191,43.5233907,99.79,1396352111982710784,0.2138067725260376,14.75821,13.87825,0.0784111,0.5283572888376611,4.677120318432471,5.643616376599231,3.484836989710978,9588.1,3.59127,-1.385243,Vickers et al. (2021)
458806235,G15362492933419,209.9772542,27.8397889,66.61,1451183687411620864,0.3984214476591033,20.972172,12.408353,0.2353468,0.4100665457121693,2.509905041195519,9.035703325177897,-1.3930644545698874,7614.1,3.19674,-1.846262,Vickers et al. (2021)
458910014,G11889432839970,224.55604,-2.02556,46.15,6340201830111084032,0.2530178598849483,12.716761,13.639198,0.19492245,0.6549538899842311,3.952290168190964,6.071138708015975,-2.4321901718110515,8978.1,3.509748,-1.300112,Vickers et al. (2021)
459004145,L14297204299225,267.3753991,0.4364171,58.55,4372449777333552512,0.1609405534358327,6.0205655,15.248123,0.6158924,1.2814504521385643,6.213474345971489,7.633012640904541,6.10446598583178,9520.9,3.541835,-1.50897,New
459105069,L14296131762767,266.983494,0.273379,268.37,4372451911932681856,0.7389405844387512,21.232224,11.692346,0.56481934,1.035393598687531,1.3532887772831312,8.288099283470892,1.34872246445298,8719.7,3.442233,-0.221807,Candidates
459109162,L14297910826062,268.0379061,1.6329414,89.4,4372707857626296064,0.4839748110788919,31.057453,13.358864,0.5106249,1.7829777948531245,2.0662232354009675,8.534926482552434,2.0177641761718106,9639.7,2.895057,-1.543286,New
459207199,G15027045691173,196.498627,26.84365,37.64,1459693087072795392,0.4556109213512422,13.242271,12.728506,-0.017278671,1.0214766295565063,2.194855200209466,8.879449154214125,-2.061039388775031,9860.8,3.071923,-1.214056,Vickers et al. (2021)
459214077,G15033686647698,193.5151821,28.8628142,102.14,1464066081038560768,0.5043597716413282,18.554136,12.155527,0.009750366,0.669229197089269,1.9827116598647816,9.454249423061793,0.4074636880675047,10087.3,3.52604,-1.417001,Vickers et al. (2021)
459406142,G15336332491405,230.3903292,28.7360485,55.87,1272037582136676480,0.2927429719790519,20.407318,13.270398,0.108613014,0.6028303877680443,3.415965866711082,6.048633436182255,1.2990226665431133,8601.2,3.185627,-1.772349,Vickers et al. (2021)
459414221,G15384123339756,225.729784,30.026511,96.98,1276031764285710208,0.3650305724910404,19.340172,12.766634,0.061813354,0.5782801977361558,2.739496566481551,7.808719619755656,-2.698245787951932,9209.8,3.079448,-1.601021,Vickers et al. (2021)
459512119,G14460668311112,239.067979,0.622388,20.96,4410818545550591232,0.2091945821719576,13.696347,13.784644,0.50579166,0.3873961638038317,4.780238520603758,11.552738527556516,2.9944567696014173,7344.5,3.317966,-1.976513,New
459602094,G14538426974415,265.8864769,20.8624172,51.51,4555956382527310592,0.3388602176944772,23.95558,13.169164,0.25063038,0.8192669275462485,2.95106934299859,7.81165045130483,-2.782876030740025,8189.0,3.161667,-2.00966,Vickers et al. (2021)
459612051,G14397072902835,268.637437,24.145128,42.97,4580833039257843584,0.236826492472293,16.468815,13.799172,0.19195175,0.6713234144726208,4.222500572299752,10.582971352199625,-2.775872337649541,9153.8,3.45308,-1.829744,Vickers et al. (2021)
459701060,G13896187548570,277.108715,39.252039,119.8,2108699650939466624,0.3923134803991014,18.972338,12.541814,-0.06695557,0.5099801565329614,2.548982000268504,8.040142109043316,2.198235084311928,11075.8,3.800431,-0.727673,New
459708075,G14025381535354,279.3821753,40.7135404,175.91,2110198800684000384,0.5503632970425423,30.09241,11.438041,0.11121845,0.1412883185120357,1.8169816289960583,7.165636549138606,1.4526775018816351,9638.0,3.847158,-0.044486,Candidates
459801208,G14081458042046,286.4883022,41.1213264,68.16,2100886555674661248,0.1995678146019483,16.042828,13.461468,0.113046646,-0.0380794922938605,5.010828033541223,5.149322799355165,3.557259762170212,8957.7,2.520385,-0.981629,Vickers et al. (2021)
459812174,G14075756129586,289.3344619,44.5642425,236.4,2126930305343291904,0.5481429720816938,33.557938,11.65907,0.040312767,0.3535392512513908,1.8243415512603935,8.58094381128262,1.7678935731381578,10585.3,3.653904,-0.099721,Vickers et al. (2021)
